Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
213289449057297,THE HILLS BOYS,Oscar Hills,128,7
116294301727865,Meridian Marina And Yacht Club,Meridian Marina & Yacht Club,128,2
103335911290689,Joe Gravellese for State Representative,The Committee to Elect Joseph Gravellese,128,8
134971066559700,"Outreach Strategists, LLC",Outreach Strategists,127,1
289870204471490,Trump National Golf Club Jupiter,These ads ran without a disclaimer,127,1
90504291661,Lipscomb University,These ads ran without a disclaimer,127,6
1376425355943940,Summerfield Scoop,Donald Austin Wendelken,127,8
348527048521223,Environment Iowa,Environment Iowa,127,13
308817409741999,Governor Lou Leon Guerrero,Office of the Governor of Guam,127,7
100928564715182,Shout Your Truth,Jeffrey Warren Wright,127,8
105843097442158,Rob Raschio for Judge,Rob Raschio for Circuit Court,127,2
1266607793492739,"Godfrey Santos Plata for CA State Assembly, District 53","Plata for Assembly 2020, #ID1417528",127,3
105359764322296,Jerry Ambrose Veterans Council,These ads ran without a disclaimer,127,2
100853548166692,Re-Elect Owen Beetham Your Harrison County Prosecutor,Thomas Owen Beetham,127,4
1709165545855426,Alter,These ads ran without a disclaimer,127,7
774883572691528,LLDM Justice,These ads ran without a disclaimer,127,1
918325345038379,State Representative Greg Markkanen,Rep. Greg Markkanen,127,7
100624774647728,Greg Magness for Judge,The Committee to Elect Greg Magness,127,7
72565633140,Soles4Souls,These ads ran without a disclaimer,127,9
102991597843834,Sean Villasana - for State Representative House District 119,Sean Villasana Campgain,127,1
170390646366145,"Prince William County Government, Virginia",Prince William County,127,1
141374766260,Kansas Policy Institute,KANSAS POLICY INSTITUTE,127,1
296901963845301,Physician Housecalls,Physician Housecalls,127,2
7992407870,United Way of the Midlands,UNITED WAY OF THE MIDLANDS,127,2
1591136044308252,Shanice Johnson for Circuit Judge,Shanice Whitley Johnson,126,10
321558891250844,"Hayber, McKenna & Dinsmore, LLC",These ads ran without a disclaimer,126,1
115134178510132,Xbos Family Fun Center,These ads ran without a disclaimer,126,1
1706595809591228,Southeast Illinois News,Local Government Information Services,126,6
107916557529161,Re-Election 45th President,Applelon,126,33
352134661647885,Clover Lane Blog,These ads ran without a disclaimer,126,2
109045824055604,Mike Beehler for Congress - KS03,Committee to Elect Mike Beehler,126,5
1379860878977850,State Representative Mark Spreitzer,State Representative Mark Spreitzer,126,2
108819359744879,Dalbin Osorio,DalbinOsorioForSchoolBoard,126,5
143432832863234,Katie Witt for Congress,KATIE WITT FOR CONGRESS,126,2
1478671962158641,Country Bumpkin,Robert Clifford Millender,126,2
122401195146002,Jerome T Evans,Evans for Minnesota,126,7
623957251115616,Orange County Commissioner Emily Bonilla,"Orange County, Board of County Commissioners, District 5",126,5
12683623041,Society for Human Resource Management (SHRM),These ads ran without a disclaimer,126,2
1982475718678312,Paul Rennemeyer Windsor Mayoral Candidate,Paul Rennemeyer for Windsor,126,5
1646680868683515,Better Roads For Olney,Bryce P Fehrenbacher,126,6
918699724889859,Steve Unruhe 4 Durham Schools,Steven Wesley Unruhe,126,3
181788675303402,Childhelp Tennessee: Foster Family Agency and Children's Center,Childhelp Tennessee,126,2
513564905759604,Joshua 4 Congress,Joshua Collins Campaign Committee,126,3
105304140860043,Detroit City Wire,Metric Media LLC,126,3
153171891404218,Common Sense Policy Roundtable Forum,Common Sense Policy Roundtable Forum,126,11
338578637075193,Consul General of Israel in LA - Hillel Newman,These ads ran without a disclaimer,126,1
1208669005920585,159 Georgia Together,Candice Ann Leary,126,2
104351997767555,Jeffrey Craney - Grain Valley Mayoral Candidate 2020,Jeffrey Allen Allen Craney,126,12
815670568778142,"Yes on Y, Yes on Open Space","Yes on Y, a Coalition of Danville Environmental and Community Leaders; Committee Major Funding From Davidon Homes",126,2
466272080089790,Denton County Commissioner Hugh Coleman,Hugh Coleman Campaign,126,6
108290434048026,Error Not Era Apparel,Cornelious M Anderson,125,5
108155857412465,Paul Arbogast for Montrose City Council,Paul Allen Arbogast,125,2
352297884954031,HOAleader.com,These ads ran without a disclaimer,125,1
131274213564508,Republican Party of Waukesha County,Republican Party of Waukesha Party,125,6
119326213145,Sierra Club of Hawai'i,These ads ran without a disclaimer,125,1
630718673748746,Women for America First,Women for America First,125,2
304174600459936,Front Porch Sense,Marnie Lynn Kuhns,125,1
172552106115265,Patheos Evangelical,Patheos Evangelical,125,14
2470686072951022,Gilmer for Congress,THOMAS GILMER FOR CONGRESS,125,1
118644469544491,Ron Mau - NC House 119,Friends of Ron Mau,125,3
105634767517077,Richard Gonzales for State Representative HD 41,Richard Gonzales Campaign,125,19
628952277188549,Blake Carpenter for Kansas,Blake Carpenter for State Representative,125,2
177982522814087,Helen Moise for Arlington City Council,Helen for Arlington City Council,125,1
102218501382655,Stephen Austin for BOE,Stephen Leroy Austin Ii,125,3
112494206982813,Reclaim Our Power Utility Justice Campaign,ASIAN PACIFIC ENVIRONMENTAL NETWORK THE,125,1
131489923626942,FAU Division of Research,These ads ran without a disclaimer,125,1
384337492074290,Michael Marcantonio for New York State Assembly 2020,Michael Marcantonio for New York,125,2
355763811218064,Kansas Appleseed,Christina Marie Ostmeyer,125,2
874935536178214,Anthony Feig for Congress,CITIZENS FOR ANTHONY FEIG,125,4
170755202952885,Ability Network of Delaware,Scribewise,125,1
265339916844745,"Motion Picture Editors Guild, I.A.T.S.E. Local 700",MOTION PICTURE EDITORS GUILD,125,3
44228398202,ONE Community,"ONE Community Media, LLC",125,3
101662508039115,Lauré Sica For Mandeville Mayor,Laure D Sica,125,13
178963078905488,Steve Simon for Secretary of State,Steve Simon for Secretary of State,125,4
672443759938415,Brad Fiscus for TN District 63 State Representative,Fiscus for TN,125,4
1561364204175845,"Julia Pulver, RN",Julia Pulver for State Representative,125,2
101957261298313,Ed Cohen for Congress,FRIENDS OF ED COHEN AND AMERICA,125,8
102950014633771,Crutchfield for Colorado - House District 20,Daniel Lee Douglas,125,2
190185671528558,West Central Minnesota Ducks Unlimited,"DUCKS UNLIMITED, INC.",125,3
1787149304864079,Representative Mike McKell,Mike McKell for Utah House,125,3
109752143967040,Bridgewater Citizens for Lake Nippenicket,Bridgewater Citizens for Lake Nip,125,1
407259346037246,Elect Andre Horton for State Senate,Friends of Andre Horton,125,26
508852536118439,Johnny For Congress,Johnny Nalbandian,125,4
1805642669732730,Colton Moore,Colton Chase Moore,125,9
1274580979339358,MyCoalition,Coalition for College,125,3
707200122642715,Stockbridge City Councilwoman Lakeisha Gantt,Lakeisha Tennille Gantt,125,2
103304471308209,California Health Equity Alliance,Russell Lamont Lowery,125,2
283712532100842,Searchlight New Mexico,Christian Lee Marquez,125,5
885797821467046,Joyous Organics,Ronald Lee Yates,124,2
102952381227617,Bill Strieber for Texas House of Representatives,William Conrad Strieber,124,2
106690447401117,Meg for Probate Judge,Margaret Greer Evans,124,11
810891328999825,Rooted in Rights,These ads ran without a disclaimer,124,2
271984642948854,Bridges for Justice,Chad for Judge Campaign,124,4
1561007084146010,All In Together,Priya Kimberly Elangovan,124,2
108777600590194,Patrick Stanton for GOP State Committeeman,Red Massachusetts Grassroots Action,124,3
105494020946246,Joseph Casey McClure for Rockcastle Constable District 4,Joseph Casey Mcclure,124,5
110815393808175,Elizabeth McLeod for Senate,MCLEOD FOR SENATE,124,2
105992814375720,3M Lawsuit For Vets,One Dollar Smarter,124,4
199583683416656,"Marie Waldron, State Assemblymember",Marie Waldron for Assembly,124,2
953560858055320,George Sitler for Prosecuting Attorney of Mercer County,George Victor Sitler Ii,124,9
1924170904541036,Bledsoe for Yamhill County Treasurer,Kristine Ravn Bledsoe,123,7
109372750431805,Success for VBS,Success for VBS,123,6
108467767256155,Darnell "Bubba" Johnson for Orangeburg County Sheriff 2020,Darnell Marque Demond Johnson,123,7
276015033095157,NYS DACC,DEMOCRATIC ASSEMBLY CAMPAIGN COMMITTEE,123,2
109274127208993,State Committeeman Matthew Sisk,Red Massachusetts Grassroots Action,123,3
104148457864919,John Sheridan-Giese for District 112 School Board,John Anthony Sheridan Giese,123,3
106406727517594,2020 Trump,Christopher Joseph Garner,123,3
587061394960007,Lee Jackson for Johnston County Commissioner,The Lee Jackson Committee,123,4
65164129111,AARP California,AARP,123,5
2045477909082912,Midwest Truth,Midwest Truth Media LLC,123,8
99663042666,Equality Federation,EQUALITY FEDERATION,123,4
128551641258085,Melanie Stansbury for NM,Melanie For New Mexico,123,7
475127753257885,Jarred Rose for State Senate,ROSE FOR STATE SENATE,123,10
103677891203218,Alex Stemle for School Board District 4,Alexander Leo Stemle,123,30
155772097961865,Nelda Speaks For Arkansas State Representative District 100,Speaks for State Representative,123,2
9268326479,Tim Walberg,WALBERG FOR CONGRESS,123,2
115414341850692,Pastor Stephen Grant Novels,Raymond J Keating,123,3
112947286828317,Ling Kong for Milpitas School Board,Ling Kong for Milpitas School Board,123,5
103729001178751,Glenn Gustafson for Commissioner,Glenn Harry Gustafson for Commissioner,123,8
115752725178943,Councilman George McClellan,George Mcclellan,123,13
576105689106453,Miami-Dade County Department of Transportation and Public Works,Miami-Dade Transportation and Public Works,123,2
2083412251928861,My Buckhannon,My Town WV,123,4
198594256876561,Brian Stewart,Stewart for Ohio,123,6
101994001443248,Steve Dillinger for Commissioner,Dillinger Election Committee,123,1
1797575343797003,"Des Moines, IA Local",These ads ran without a disclaimer,123,2
101305358087259,Steven Christopher For White County Commissioner,Steven Wayne Christopher,122,10
101276301317685,Tutora for Congress,Nicholas Anthony Tutora,122,10
482902621746064,New Schools for Baton Rouge,New Schools for Baton Rouge,122,2
191520420995027,WooBamboo USA,These ads ran without a disclaimer,122,2
1521330774781420,Chicago Immigration Advocates Law Offices,James C Ten Broeck,122,2
114311866624505,St. Clair Today,Metric Media LLC,122,3
110837910261045,HABERSHAM For US For Congress,RICHARD PARNELL HABERSHAM FOR CONGRESS,122,1
218676881551760,CRY America Inc.,"CRY, Child Rights and You America Inc",122,3
1381766408771186,Pizzeria Otto,Clark Coleman Hale,122,2
2249932728663365,Jason Shoaf for Florida House District 7,"Jason Shoaf, Republican, for State Representative",122,2
79355523842,University of the People,University of the People,122,41
782773735188029,Michael York for Assembly,Michael York for Assembly,122,4
103744414455289,Jacque Gordon for County Commissioner Precinct 3,Jacque Gordon for County Commissioner Pct 3,122,3
101711647861192,Ashley Klein 2020,Hoosiers for Ashley Klein,122,6
121593341203165,Richland County Democratic Party,Nancy M Kreml,122,1
108222817251543,San Geronimo for All,"No on Measure D: Protect, Connect, and Restore the San Geronimo Valley 2020",122,14
732583080180604,Jeff Johnson - Dawson County Sheriff,Jeffrey Lyle Johnson,122,8
918416854938345,Call to Freedom,Cal To Freedom,122,2
876792955797863,Pillow Guy,These ads ran without a disclaimer,122,1
1402158953360420,"Ben Zeller, Victoria County Judge",Benjamin Lee Zeller,122,1
25386624963,Iowa Farm Bureau,IOWA FARM BUREAU FEDERATION,122,2
109293237118985,Roger La Plante for California 33rd Assembly District 2020,Roger Alan Laplante,122,2
526531767367785,Sindicato Puertorriqueño de Trabajadores y Trabajadoras,Jose Javier Rodriguez Flores,121,3
103242591220406,Michael Hart For Lilburn City Council 2020,Frederick Ronald Hart Ii,121,8
915003718569417,Scott  C. Andrews for Judge,Committee to Elect Scott Andrews,121,7
112951823547443,Vote YES for the Riverside Public Library,Peter John Durbin,121,2
101209384806307,Eric Moore,"Eric Moore for HD 37, 487 Signal Butte Rd, Miles City, MT 59301",121,2
127357105516,Cincinnati Magazine,Cincinnati Magazine,121,4
107802437414608,Tim Kelly for Congress,TIM KELLY FOR CONGRESS,121,5
142494985813097,Sweethearts and Heroes,These ads ran without a disclaimer,121,1
275902373084496,Justin Ray for Texas,Justin Ray for Texas,121,12
17630094490,Colorado GOP,COLORADO REPUBLICAN COMMITTEE,121,1
285496284908358,Texas State Association of Fire Fighters,Texas State Association of Fire Fighters,121,1
100053898949,Montana Republican Party,MONTANA REPUBLICAN STATE CENTRAL COMMITTEE,121,9
103260781250999,Remus For Arizona,Remus For Arizona,121,4
184174430377,Area Agency on Aging 1-B,These ads ran without a disclaimer,121,2
166455737247657,"Norma Ramirez, Hidalgo County Democratic Chairwoman",Patrick Okechukwu Eronini,121,1
272493696245984,Boca West Children's Foundation,These ads ran without a disclaimer,121,1
97506656133,Jewish Community Center of San Francisco,JCCSF,121,4
389661238515891,Craig Curry For County Commission,Craig Curry for County Commission,121,3
1470151473238140,Save the Boundary Waters,Northeastern MInnesotans for Wilderness,120,8
135913035011,AARP Wisconsin,AARP,120,4
707371859272968,Nuggetweb,Timothy Alan Walker,120,2
607756062649744,The Syria Campaign,The Syria Campaign,120,2
51533142540,Public Advocate of the U.S.,PUBLIC ADVOCATE OF THE US,120,3
68425839132,AARP Maryland,AARP,120,4
711625448920938,Campaign for New York Health,Ursula E Rozum,120,3
2067432383297163,Campbell For School Board,John Avery Campbell,120,12
111782833723637,Guido Weiss for Congress,GUIDO WEISS FOR CONGRESS,120,8
85660128194,AARP West Virginia,AARP,120,4
2095616183795043,Audia Jones Law Office,Committee To Elect Audia Jones,120,7
51005914361,AARP North Dakota,AARP,120,4
104357657579453,Jackie Valdés Campaign,Jackie Valdes Campaign,120,1
136039533106151,AARP Alabama,AARP,120,4
166281383958247,Nueces County Judge Barbara Canales,Barbara Canales Campaign,120,2
57940793932,AARP South Dakota,AARP,120,4
125244464296561,The Claremont Independent,The Claremont Independent,120,6
1722611204625312,Diana Miller TX,DIANA MILLER FOR CONGRESS COMMITTEE,120,2
124106777624705,AARP Mississippi,AARP,120,4
152950318087920,AARP DC,AARP,120,4
602709836891417,Keep Our Judges 2020,Robert Jeffrey Thompson,120,3
100551741533049,Byron Shock for Malheur County Commissioner,Byron Mitchell Shock,120,2
141294978674,AARP Utah,AARP,120,4
111895366951853,Bryan Acklin for Judge,Bryan Vincent Acklin,120,1
283679858345371,AARP New Mexico,AARP,120,4
459501887397789,State Rep Mark Batinick,Mark Batinick,120,3
217371525442370,Govenor Williams -Sandy Sansing used car superstore,Marcus Barnard Williams,120,4
148204505309491,Strongsville GOP,Strongsville GOP,120,2
165858562140,Western Resource Advocates,Western Resource Advocates,120,2
108601163828121,East Lee County Republicans,"East Lee County Republican Club, Inc.",120,3
1314395568689979,Sam Creighton,IAT Artist Management,120,5
64031019735,AARP Oregon,AARP,120,4
2017523171864046,Jason Eckman for Racine County Supervisor,Friends of Jason Eckman,120,3
99050726344,Phillips Theological Seminary,PHILLIPS THEOLOGICAL SEMINARY,120,6
196776323745618,Bureau of Internet Accessibility,These ads ran without a disclaimer,120,4
281896838629023,Tracy Van den Bergh for Judge,Tracy Van den Bergh for Judge,120,3
306812530033,AARP Arkansas,AARP,120,4
111543406876278,Blanco for Congress,BLANCO FOR CONGRESS,120,1
1847906471916017,Walker & Taylor PLLC,"Walker & Taylor, PLLC",120,4
108303332526647,AARP Pennsylvania Office,AARP,120,4
103964804426322,Cherie Crim,Cherie Crim for Panama City Beach City Council Ward 4,119,8
318390401551742,Larijames Salon Spa,These ads ran without a disclaimer,119,1
100140588011057,Anson Asaka,Peoples Committee for Anson Asaka,119,3
122082245860462,Bruce Williams For Justice,Bruce Williams for Justice,119,8
102299444658148,Brett Warner For Lucas County Sheriff,Citizens for Warner,119,1
51227251615,Maryland Health Care for All!,"Maryland Citizens' Health Initiative Education Fund, Inc.",119,13
351387758241489,JaVaughn Murphy,Javaughn Darien Murphy,119,8
107623250690211,"Green Democrats: Fighting Growth, Saving Nature",Gary Lee Wockner,119,2
105904614258971,East Bay Labor Progressives,East Bay Labor Progressives Slate,119,3
369658276794074,Rep. El-Mahdi Holly,EL-MAHDI EL-DAOUD EUSI HOLLY,119,12
693338200702307,Michelle Ugenti-Rita,Ugenti-Rita for Senate,119,2
105873644252520,Jason Cain,Committee to Elect Jason Cain,119,8
104389457823520,Jake Bohlander for County Council,Committee to Elect Jake Bohlander County Council,119,4
108217880740940,Kevin Nicholas - for Cobb County Commission District 2,Cobb Committee for Progress,119,5
865538736844842,Representative Chris Kennedy,Chris Kennedy for Colorado,118,1
1449424768510185,EBAYC Sacramento,These ads ran without a disclaimer,118,1
105873962132,Good Shepherd Food Bank,GOOD SHEPHERD FOOD BANK,118,3
413504782119782,Michael Walsh for Westwood Select Board,Michael Francis Walsh,118,6
2988492321161686,Thebizkore,These ads ran without a disclaimer,118,2
118178241651488,DSPolitical,"DSPolitical, LLC",118,5
110327550477501,Justice Los Angeles,Justice Los Angeles PAC,118,1
103564197783660,Blake Harbin for Georgia,"BLAKE HARBIN FOR CONGRESS, INC.",118,3
100176608210041,Panter: City Council,Jessica Ashley S Panter,118,9
510983808935302,Parker Hudson,Frank Parker Hudson Jr,118,2
52890372337,Roger Williams University,These ads ran without a disclaimer,118,31
1464673370511818,"Providence Strategic Consulting, Inc.",Providence Strategic Consulting Inc,118,13
356388968585788,Karm Bains 2020,Karm Bains for Supervisor 2020,118,2
108066667428308,Realtors for Costa,National Association of REALTORS,118,4
92611248859,Michigan History Center,Michigan History Center,118,1
178093668911508,"Law Office of Michael D.J. Eisenberg, Attorney and Counselor at Law","Law Office of Michael D.J. Eisenberg, Attorney and Counselor at Law",118,3
116053049769555,Mike Nicley - Your Washington Township Treasurer,Committee to Elect Mike Nicley,117,3
280117065340803,Bill Posey for Congress,FRIENDS OF BILL POSEY,117,5
493295987811198,Get MI Degree,Michigan Association of State Universities,117,4
111036063675977,"Columbia, Tennessee Local",These ads ran without a disclaimer,117,6
108069820651768,Elect Judge Tim Smith,Committee to Elect Tim Smith,117,6
281520459857,Planned Parenthood South Texas,PLANNED PARENTHOOD SOUTH TEXAS,117,1
102311291365182,3M Claim Hub,US Injury Quote,117,4
102004144751210,Life Insurance Savings,Melissa Marie Luces,117,150
100930234619758,Backstory Podcast,These ads ran without a disclaimer,117,2
232906983523858,The Philadelphia Citizen,The Philadelphia Citizen,117,4
1794413547546771,Christine4Congress,CHRISTINE MANN FOR CONGRESS,117,7
260452796910,Daggett Shuler Attorneys at Law,These ads ran without a disclaimer,117,1
110080370513619,Tricia Keane for Pasadena City Council,Tricia Keane for Pasadena City Council 2020 FPPC ID #1422828,117,3
109380007182768,Arizona Biltmore Neighborhood Association,Arizona Biltmore Neighborhood Association,117,2
616079045236845,tallyED,tallyED.com,117,5
244752722204442,NALEO Educational Fund,These ads ran without a disclaimer,117,2
102143774488825,Brad Norman for Sheriff,Brad Norman For Sheriff,117,4
256975644382717,Elect Jarvis N.C. Senate,Steven Henry Jarvis,117,5
103565703061401,Adam Kwasman,Kwasman for State Senate,117,1
257556118064434,Jeter Insurance Consulting,Dennis Matthew Jeter,116,6
1572918566306585,The Foreign Desk,These ads ran without a disclaimer,116,3
278845882737338,Christopher F. Rufo,DISCOVERY INSTITUTE,116,3
303012676955279,Mike Ward in Irmo,Mike Ward for Irmo SC,116,2
1646881435599644,"David Michael, CPA for County Auditor",Citizens for David Michael,116,4
1680317612194647,Councilmember Dev Davis,Devora Heinert Davis,116,1
105844330804845,Callie Rennison for CU Regent CD-02,Callie4CU,116,12
2363628620593581,Susan Criss for Senate District 11,Susan Criss For Senate District 11 Campaign,116,5
105913157473430,Put it on a Tee Shirt,Ida N Azoolay,116,1
2816738878351202,Jonathan Q. Warren for Circuit Judge,Jonathan Q. Warren for Circuit Judge,116,2
108771983899662,William Keshishyan for Glendale City Council 2020,Zaven Zachary Charkchyan,116,6
686691511782556,Heirloom,These ads ran without a disclaimer,116,4
376990832355915,National Women's Coalition Against Violence & Exploitation (NWCAVE),Michelle Ann Bart,116,3
126975136952,Progressive Policy Institute,PROGRESSIVE POLICY INSTITUTE,116,2
50717491726,Minnesota Family Council,These ads ran without a disclaimer,116,1
105404560985453,Richard "Rick" Jones for Magistrate,Cortney Paige Willis,116,5
1862495540439500,Nebraska Local News,These ads ran without a disclaimer,116,4
674977722924825,Menomonee Falls Republicans,Waukesha County Republican Party,115,7
105101977683813,BJ Kreseen for Meigs County Treasurer,Vicki Dawn Smith,115,6
101630087909361,Mayne for Judge 2020 - Office 5,Mayne for Judge 2020 FPPC 1421597,115,3
396013217211315,Florida Term Limits,U.S. Term Limits Inc.,115,2
110904177181554,Cathy Cloutier for Brandywine Hundred,Citizens for Cathy Cloutier,115,4
153920935121784,Eric Jensen for Trophy Club Mayor,Eric Jensen for Trophy Club,115,5
344688137743,Land Stewardship Project,LAND STEWARDSHIP PROJECT,115,1
192234417483827,NJ Business & Industry Association (NJBIA),New Jersey Business & Industry Association,115,3
107013564156866,Louie Sanchez For US Senate,Sanchez for New Mexico,115,3
102105514613903,David DeChristofaro for Trumbull County Engineer,The Committee to Elect David DeChristofaro for Trumbull County Engineer,115,10
101317234761387,Elect Chase Ridgeway Coroner,Elect Chase Ridgeway,115,3
154302761606396,Rich O'Connor for Mayor,Richard M Oconnor,115,6
112824416194,United Steelworkers,These ads ran without a disclaimer,115,1
109907170642362,Natura Case,These ads ran without a disclaimer,115,10
101687591270843,Russ Rywell,"Russ Rywell, Non-Partisan, for Miami-Dade School Board District 3",115,3
141150193145274,Judge Patty O'Caña-Olivarez,Patricia Yvonne Olivarez,115,19
223635794750555,Rep. Mike Gallagher,the Office of Rep. Mike Gallagher,115,3
138020572909535,Texas VLB,Texas Veterans Land Board,115,3
628658994243155,Chris Olsen for City Council,Chris Olsen for City Council 2020,115,1
154042404618678,Nutty Steph's,Rabble-Rouser Chocolate & Craft Co.,115,2
156919701454702,St. Louis Record,The Record,115,7
627928087343042,Representative Mickey Dollens,Mickey Dollens for State House 2020,115,3
103972401086928,Alan Hoover for Congress 2020,These ads ran without a disclaimer,115,5
418894668649288,Tracy Jennings For Congress,TRACY JENNINGS FOR CONGRESS,115,9
124099554276848,Fair Housing Center of Southeast & Mid Michigan,"FAIR HOUSING CENTER OF WASHTENAW COUNTY, INC",115,6
101294607907840,Menomonee Falls Village President's Corner,David Alan Glasgow,114,3
338686692986534,Polco,These ads ran without a disclaimer,114,4
205004183626497,"West Covina, CA Local",These ads ran without a disclaimer,114,2
656803827845924,Zack Stephenson For MN House,Stephenson for House,114,4
360951033963549,Ali Forney Center,The Ali Forney Center,114,2
351782505388518,Luke Macias,Macias Strategies,114,7
2345903289017422,Dan Flores for San Bernardino Supervisor District 5,Dan Flores for Supervisor 2020  FPPC # 1387074,114,1
1405124726414531,Jimmy Flannigan,Jimmy Flannigan for Austin City Council,114,4
101419314659505,William for Oregon,William Dean Miller,114,3
436844940112341,Brujo Mayor,These ads ran without a disclaimer,114,3
289700921211,The Catholic Foundation,These ads ran without a disclaimer,114,1
153704007991524,Women's Earth and Climate Action Network,Women's Earth and Climate Action Network,114,5
101204498162568,Erica Lawrence for State Representative,Erica Patrice Scott Lawrence,114,3
842189449189703,Memorial Highway Chevrolet,These ads ran without a disclaimer,114,1
734391880235305,Citizens PAC,Citizens PAC,114,5
415207252149047,Rep. Mike Stewart,Committee to Elect Mike Stewart,114,2
105567754249376,California State Local News,These ads ran without a disclaimer,114,8
100782731382092,Kyle Vail for County Board,Kyle E Vail,114,3
110612817235302,The People for Bernie Sanders 2020,These ads ran without a disclaimer,114,8
451542514899010,The BrockCast,Gregory Vern Brockhouse,114,6
104796977803368,Re-Elect Zach Vruwink for Mayor,Zachary James Vruwink,113,11
216132718451966,Mike Rummel,Citizens for Lake County Board & Lake Forest Alderman,113,8
101337881253868,Scott Discon for Mandeville City Council District 3,Scott G Discon,113,3
428293074682466,MATFA- Make America Trump Free Again,"Matfa, LLC",113,5
244628043923,TravelWise Utah,TravelWise - UDOT,113,2
107155540841212,Proud Patriot America,Proud Patriot,113,13
728134764058753,Johnell Matthews for Judge,Committee to Elect Johnell Matthews For Judge,113,2
113269308707177,La Voz Bilingual Newspaper,La Voz Bilingual Newspaper,113,7
112887446901991,Steve Ellis for Vigo County Commissioner,Committee to Elect Steve Ellis for Vigo County Commissioner,113,5
110663547077481,Eva Dina Delgado for State Representative,Friends For Eva Dina Delgado,113,9
100405956709980,Concerned Citizens for Nuclear Safety (CCNS),CONCERNED CITIZENS FOR NUCLEAR SAFETY,113,5
189513344502809,Jake Hoffman,Friends of Jake Hoffman,113,1
100678078181445,Brad Croall for Norfolk County Treasurer,Brad Croall for Norfolk County Treasurer,113,4
103310371273586,Dani Kwak Lembo for Ridgewood Board of Education,"Dani for Ridgewood BOE, 390 Bedford, and/or, Kwak for Ridgewood BOE, 291 Highland, and/or, Michael Lembo for Ridgewood BOE, 445 Van Buren, Ridgewood NJ",113,14
101628888119498,Humanity First for Illinois PAC,Humanity First for Illinois PAC,113,6
1443864392358133,If These Ovaries Could Talk,Robin L Hopkins,113,8
117048250749,Regular Joe - Giganti,Joseph Regis Giganti,113,4
257649758513406,Nymph Ki,These ads ran without a disclaimer,113,1
332593866775047,I Heart Climate Scientists,Elisabeth Marie Soto,113,2
315170549321392,Slightly Sophisticated,Slightly Sophisticated,113,8
279913046274341,Our Watch With Tim Thompson,Our Watch with Tim Thompson,113,2
100766588080800,Lazzara for NC Senate,Lazzara For NC Senate,113,2
7378536173,"SmartBrief, Inc.",These ads ran without a disclaimer,113,2
629062130882339,Congressman Michael F.Q. San Nicolas - Guam,United States House of Representatives,113,5
272083113145663,Zane Japanese Eatery,These ads ran without a disclaimer,113,3
145288335882139,Chicago City Wire,Local Government Information Services,113,5
104860474393557,"Census 2020 Houston, Henry and Geneva, Alabama Counties",These ads ran without a disclaimer,113,3
114414961926268,Scott Noren for the NY 23rd House Seat,SCOTT NOREN FOR CONGRESS,112,2
115514703152910,Tante Urban For Mayor 2020,Friends of Tante Urban for Mayor,112,1
2663200843709393,Heather Bauer,Heather Bauer for District 75,112,19
104499197578239,Citizens4TrafficRelief,Robert Francis Windley,112,2
359890277460522,Mike Rosa - Selectman,Michael S Rosa,112,2
188383074570800,Aquapparel,Aquapparel,112,9
100825108110375,3lection.com,Thorin Williams Simpson,112,9
83831762882,California Strawberries,These ads ran without a disclaimer,112,1
287939431886940,Mo Nehad For People,M. Nehad Campaign,112,2
208448029308099,Neal F. Thompson,Neal Francis Thompson,112,3
480932568958137,Niles for Wildwood,Fredrick Stephens,112,4
454434728069088,Mike Miles - Jefferson County Treasurer,Committee to Re-elect Mike Miles Treasurer Jefferson County,112,2
109175084014970,Trump Style,Tyrone None Byers,112,3
377247662301741,The Louisiana Record,The Record,112,7
352517808109574,Daniel Zolnikov,"Montanans for Daniel Zolnikov. PO Box 50403, Billings MT 59105. (R)",112,10
108164974056287,Bobby Stewart for Lewis County Commission 2020,Robert Sherwood Stewart Iii,112,5
2112689879021278,Immigrants' List Civic Action,Immigrants' List Civic Action,112,2
103233381133827,Miles P. Owen Campaign,Miles Patrick Owen,112,11
975849335817140,Northern California Record,The Record,112,6
330258894133820,Dominic Selvera for Travis County Attorney,Dominic Selvera for Travis County Attorney,112,4
271631837064,Feeding San Diego,Feeding San Diego,112,2
1860446837527187,Crystal Eller for Judge,The Committee to Elect Crystal Eller,112,6
1517026991776239,Citizens for Findlay City Schools,Citizens for Findlay City Schools,112,2
121072888570047,Suzor-Hoy for Montana,TYREL JOHN SUZOR-HOY,112,3
208759716151181,Reuben D'Silva for Nevada,Reuben Dsilva,112,5
663788460405444,Krav Maga Street Defence,These ads ran without a disclaimer,112,1
530404194014520,OneTree.org,"Benefit Earth, Inc.",112,4
396667891104422,Chene For School Board,Stephen Chene,112,5
300992409852,Hoover Institution,These ads ran without a disclaimer,112,1
309348951359,Greater Detroit Democratic Socialists of America,Metro Detroit Democratic Socialists of America,112,16
106098200879391,Brian Adams for SC Senate 44,Brian Richard Adams,112,3
436881033058309,Mark Pocan,These ads ran without a disclaimer,112,1
1727927264104570,Tennessee Military Veterans,These ads ran without a disclaimer,112,6
281709242235290,Movement Disorders Policy Coalition,ALLIANCE FOR PATIENT ACCESS,111,1
100950401414532,State Committeewoman Judy Crocker,Red Massachusetts Grassroots Action,111,3
